1.1.1.1	alcohol dehydrogenase
1.21.4.4	betaine reductase
1.21.4.5	tetrachlorohydroquinone reductive dehalogenase
1.21.98.1	cyclic dehypoxanthinyl futalosine synthase
1.21.98.2	dichlorochromopyrrolate synthase
1.21.98.3	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
1.21.98.4	PqqA peptide cyclase
1.21.98.5	tetraether lipid synthase
1.21.99.1	beta-cyclopiazonate dehydrogenase
1.21.99.3	thyroxine 5-deiodinase
1.21.99.4	thyroxine 5'-deiodinase
1.21.99.5	tetrachloroethene reductive dehalogenase
1.23.1.1	(+)-pinoresinol reductase
1.23.1.2	(+)-lariciresinol reductase
1.23.1.3	(-)-pinoresinol reductase
1.23.1.4	(-)-lariciresinol reductase
1.23.5.1	violaxanthin de-epoxidase
1.97.1.1	chlorate reductase
1.97.1.2	pyrogallol hydroxytransferase
1.97.1.4	[formate-C-acetyltransferase]-activating enzyme
1.97.1.9	selenate reductase (cytochrome c)
1.97.1.12	photosystem I
1.97.1.13	aliphatic sulfonate oxidoreductase
1.97.1.14	selenate reductase (quinol)
1.97.1.15	2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate)
2.1.1.1	nicotinamide N-methyltransferase
2.1.1.2	guanidinoacetate N-methyltransferase
2.1.1.3	thetin--homocysteine S-methyltransferase
2.1.1.4	acetylserotonin O-methyltransferase
2.1.1.5	betaine--homocysteine S-methyltransferase
2.1.1.6	catechol O-methyltransferase
2.1.1.7	nicotinate N-methyltransferase
2.1.1.8	histamine N-methyltransferase
2.1.1.9	thiol S-methyltransferase
2.1.1.10	homocysteine S-methyltransferase
2.1.1.11	magnesium protoporphyrin IX methyltransferase
2.1.1.12	methionine S-methyltransferase
2.1.1.13	methionine synthase
2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
2.1.1.15	fatty-acid O-methyltransferase
2.1.1.16	methylene-fatty-acyl-phospholipid synthase
2.1.1.17	phosphatidylethanolamine N-methyltransferase
2.1.1.18	polysaccharide O-methyltransferase
2.1.1.19	trimethylsulfonium--tetrahydrofolate N-methyltransferase
2.1.1.20	glycine N-methyltransferase
2.1.1.21	methylamine--glutamate N-methyltransferase
2.1.1.22	carnosine N-methyltransferase
2.1.1.25	phenol O-methyltransferase
2.1.1.26	iodophenol O-methyltransferase
2.1.1.27	tyramine N-methyltransferase
2.1.1.28	phenylethanolamine N-methyltransferase
2.1.1.33	tRNA (guanine(46)-N(7))-methyltransferase
2.1.1.34	tRNA (guanosine(18)-2'-O)-methyltransferase
2.1.1.35	tRNA (uracil(54)-C(5))-methyltransferase
2.1.1.37	DNA (cytosine-5-)-methyltransferase
2.1.1.38	O-demethylpuromycin O-methyltransferase
2.1.1.39	inositol 3-methyltransferase
2.1.1.40	inositol 1-methyltransferase
2.1.1.41	sterol 24-C-methyltransferase
2.1.1.42	flavone 3'-O-methyltransferase
2.1.1.44	L-histidine N(alpha)-methyltransferase
2.1.1.45	thymidylate synthase
2.1.1.46	isoflavone 4'-O-methyltransferase
2.1.1.47	indolepyruvate C-methyltransferase
2.1.1.49	amine N-methyltransferase
2.1.1.50	loganate O-methyltransferase
2.1.1.53	putrescine N-methyltransferase
2.1.1.54	deoxycytidylate C-methyltransferase
2.1.1.55	tRNA (adenine-N(6)-)-methyltransferase
2.1.1.56	mRNA (guanine-N(7))-methyltransferase
2.1.1.57	methyltransferase cap1
2.1.1.59	[cytochrome c]-lysine N-methyltransferase
2.1.1.60	calmodulin-lysine N-methyltransferase
2.1.1.61	tRNA 5-(aminomethyl)-2-thiouridylate-methyltransferase
2.1.1.62	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase
2.1.1.63	methylated-DNA--[protein]-cysteine S-methyltransferase
2.1.1.64	3-demethylubiquinol 3-O-methyltransferase
2.1.1.65	licodione 2'-O-methyltransferase
2.1.1.67	thiopurine S-methyltransferase
2.1.1.68	caffeate O-methyltransferase
2.1.1.69	5-hydroxyfuranocoumarin 5-O-methyltransferase
2.1.1.70	8-hydroxyfuranocoumarin 8-O-methyltransferase
2.1.1.71	phosphatidyl-N-methylethanolamine N-methyltransferase
2.1.1.72	site-specific DNA-methyltransferase (adenine-specific)
2.1.1.74	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase [NAD(P)H-oxidizing]
2.1.1.75	apigenin 4'-O-methyltransferase
2.1.1.76	quercetin 3-O-methyltransferase
2.1.1.77	protein-L-isoaspartate(D-aspartate) O-methyltransferase
2.1.1.78	isoorientin 3'-O-methyltransferase
2.1.1.79	cyclopropane-fatty-acyl-phospholipid synthase
2.1.1.80	protein-glutamate O-methyltransferase
2.1.1.82	3-methylquercetin 7-O-methyltransferase
2.1.1.83	3,7-dimethylquercetin 4'-O-methyltransferase
2.1.1.84	methylquercetagetin 6-O-methyltransferase
2.1.1.85	protein-histidine N-methyltransferase
2.1.1.87	pyridine N-methyltransferase
2.1.1.88	8-hydroxyquercetin 8-O-methyltransferase
2.1.1.89	tetrahydrocolumbamine 2-O-methyltransferase
2.1.1.90	methanol--corrinoid protein Co-methyltransferase
2.1.1.91	isobutyraldoxime O-methyltransferase
2.1.1.94	tabersonine 16-O-methyltransferase
2.1.1.95	tocopherol C-methyltransferase
2.1.1.96	thioether S-methyltransferase
2.1.1.97	3-hydroxyanthranilate 4-C-methyltransferase
2.1.1.98	diphthine synthase
2.1.1.99	3-hydroxy-16-methoxy-2,3-dihydrotabersonine N-methyltransferase
2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
2.1.1.101	macrocin O-methyltransferase
2.1.1.102	demethylmacrocin O-methyltransferase
2.1.1.103	phosphoethanolamine N-methyltransferase
2.1.1.104	caffeoyl-CoA O-methyltransferase
2.1.1.105	N-benzoyl-4-hydroxyanthranilate 4-O-methyltransferase
2.1.1.106	tryptophan 2-C-methyltransferase
2.1.1.107	uroporphyrinogen-III C-methyltransferase
2.1.1.108	6-hydroxymellein O-methyltransferase
2.1.1.109	demethylsterigmatocystin 6-O-methyltransferase
2.1.1.110	sterigmatocystin 8-O-methyltransferase
2.1.1.111	anthranilate N-methyltransferase
2.1.1.112	glucuronoxylan 4-O-methyltransferase
2.1.1.113	site-specific DNA-methyltransferase (cytosine-N(4)-specific)
2.1.1.114	polyprenyldihydroxybenzoate methyltransferase
2.1.1.115	(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline N-methyltransferase
2.1.1.116	3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase
2.1.1.117	(S)-scoulerine 9-O-methyltransferase
2.1.1.118	columbamine O-methyltransferase
2.1.1.119	10-hydroxydihydrosanguinarine 10-O-methyltransferase
2.1.1.120	12-hydroxydihydrochelirubine 12-O-methyltransferase
2.1.1.121	6-O-methylnorlaudanosoline 5'-O-methyltransferase
2.1.1.122	(S)-tetrahydroprotoberberine N-methyltransferase
2.1.1.123	[cytochrome c]-methionine S-methyltransferase
2.1.1.127	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase
2.1.1.128	(RS)-norcoclaurine 6-O-methyltransferase
2.1.1.129	inositol 4-methyltransferase
2.1.1.130	precorrin-2 C(20)-methyltransferase
2.1.1.131	precorrin-3B C(17)-methyltransferase
2.1.1.132	precorrin-6B C(5,15)-methyltransferase (decarboxylating)
2.1.1.133	precorrin-4 C(11)-methyltransferase
2.1.1.136	chlorophenol O-methyltransferase
2.1.1.137	arsenite methyltransferase
2.1.1.139	3'-demethylstaurosporine O-methyltransferase
2.1.1.140	(S)-coclaurine-N-methyltransferase
2.1.1.141	jasmonate O-methyltransferase
2.1.1.142	cycloartenol 24-C-methyltransferase
2.1.1.143	24-methylenesterol C-methyltransferase
2.1.1.144	trans-aconitate 2-methyltransferase
2.1.1.145	trans-aconitate 3-methyltransferase
2.1.1.146	(iso)eugenol O-methyltransferase
2.1.1.147	corydaline synthase
2.1.1.148	thymidylate synthase (FAD)
2.1.1.150	isoflavone 7-O-methyltransferase
2.1.1.151	cobalt-factor II C(20)-methyltransferase
2.1.1.152	precorrin-6A synthase (deacetylating)
2.1.1.153	vitexin 2''-O-rhamnoside 7-O-methyltransferase
2.1.1.154	isoliquiritigenin 2'-O-methyltransferase
2.1.1.155	kaempferol 4'-O-methyltransferase
2.1.1.156	glycine/sarcosine N-methyltransferase
2.1.1.157	sarcosine/dimethylglycine N-methyltransferase
2.1.1.158	7-methylxanthosine synthase
2.1.1.159	theobromine synthase
2.1.1.160	caffeine synthase
2.1.1.161	dimethylglycine N-methyltransferase
2.1.1.162	glycine/sarcosine/dimethylglycine N-methyltransferase
2.1.1.163	demethylmenaquinone methyltransferase
2.1.1.164	demethylrebeccamycin-D-glucose O-methyltransferase
2.1.1.165	methyl halide transferase
2.1.1.166	23S rRNA (uridine(2552)-2'-O)-methyltransferase
2.1.1.167	27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase
2.1.1.168	21S rRNA (uridine(2791)-2'-O)-methyltransferase
2.1.1.169	tricetin 3',4',5'-O-trimethyltransferase
2.1.1.170	16S rRNA (guanine(527)-N(7))-methyltransferase
2.1.1.171	16S rRNA (guanine(966)-N(2))-methyltransferase
2.1.1.172	16S rRNA (guanine(1207)-N(2))-methyltransferase
2.1.1.173	23S rRNA (guanine(2445)-N(2))-methyltransferase
2.1.1.174	23S rRNA (guanine(1835)-N(2))-methyltransferase
2.1.1.175	tricin synthase
2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase
2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase
2.1.1.178	16S rRNA (cytosine(1407)-C(5))-methyltransferase
2.1.1.179	16S rRNA (guanine(1405)-N(7))-methyltransferase
2.1.1.180	16S rRNA (adenine(1408)-N(1))-methyltransferase
2.1.1.181	23S rRNA (adenine(1618)-N(6))-methyltransferase
2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase
2.1.1.183	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase
2.1.1.184	23S rRNA (adenine(2085)-N(6))-dimethyltransferase
2.1.1.185	23S rRNA (guanosine(2251)-2'-O)-methyltransferase
2.1.1.186	23S rRNA (cytidine(2498)-2'-O)-methyltransferase
2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase
2.1.1.188	23S rRNA (guanine(748)-N(1))-methyltransferase
2.1.1.189	23S rRNA (uracil(747)-C(5))-methyltransferase
2.1.1.190	23S rRNA (uracil(1939)-C(5))-methyltransferase
2.1.1.191	23S rRNA (cytosine(1962)-C(5))-methyltransferase
2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase
2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase
2.1.1.195	cobalt-precorrin-5B (C(1))-methyltransferase
2.1.1.196	cobalt-precorrin-6B (C(15))-methyltransferase [decarboxylating]
2.1.1.197	malonyl-[acyl-carrier protein] O-methyltransferase
2.1.1.198	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2.1.1.199	16S rRNA (cytosine(1402)-N(4))-methyltransferase
2.1.1.200	tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase
2.1.1.201	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase
2.1.1.202	multisite-specific tRNA:(cytosine-C(5))-methyltransferase
2.1.1.203	tRNA (cytosine(34)-C(5))-methyltransferase
2.1.1.204	tRNA (cytosine(38)-C(5))-methyltransferase
2.1.1.205	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
2.1.1.206	tRNA (cytidine(56)-2'-O)-methyltransferase
2.1.1.207	tRNA (cytidine(34)-2'-O)-methyltransferase
2.1.1.208	23S rRNA (uridine(2479)-2'-O)-methyltransferase
2.1.1.209	23S rRNA (guanine(2535)-N(1))-methyltransferase
2.1.1.210	demethylspheroidene O-methyltransferase
2.1.1.211	tRNA(Ser) (uridine(44)-2'-O)-methyltransferase
2.1.1.212	2,7,4'-trihydroxyisoflavanone 4'-O-methyltransferase
2.1.1.213	tRNA (guanine(10)-N(2))-dimethyltransferase
2.1.1.214	tRNA (guanine(10)-N(2))-methyltransferase
2.1.1.215	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase
2.1.1.216	tRNA (guanine(26)-N(2))-dimethyltransferase
2.1.1.217	tRNA (adenine(22)-N(1))-methyltransferase
2.1.1.218	tRNA (adenine(9)-N(1))-methyltransferase
2.1.1.219	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase
2.1.1.220	tRNA (adenine(58)-N(1))-methyltransferase
2.1.1.221	tRNA (guanine(9)-N(1))-methyltransferase
2.1.1.222	2-polyprenyl-6-hydroxyphenol methylase
2.1.1.223	tRNA1(Val) (adenine(37)-N(6))-methyltransferase
2.1.1.224	23S rRNA (adenine(2503)-C(8))-methyltransferase
2.1.1.225	tRNA:m(4)X modification enzyme
2.1.1.226	23S rRNA (cytidine(1920)-2'-O)-methyltransferase
2.1.1.227	16S rRNA (cytidine(1409)-2'-O)-methyltransferase
2.1.1.228	tRNA (guanine(37)-N(1))-methyltransferase
2.1.1.229	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase
2.1.1.230	23S rRNA (adenosine(1067)-2'-O)-methyltransferase
2.1.1.231	flavonoid 4'-O-methyltransferase
2.1.1.232	naringenin 7-O-methyltransferase
2.1.1.233	[phosphatase 2A protein]-leucine-carboxy methyltransferase
2.1.1.234	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
2.1.1.235	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
2.1.1.236	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose N,N-dimethyltransferase
2.1.1.237	mycinamicin III 3''-O-methyltransferase
2.1.1.238	mycinamicin VI 2''-O-methyltransferase
2.1.1.239	L-olivosyl-oleandolide 3-O-methyltransferase
2.1.1.240	trans-resveratrol di-O-methyltransferase
2.1.1.241	2,4,7-trihydroxy-1,4-benzoxazin-3-one-glucoside 7-O-methyltransferase
2.1.1.242	16S rRNA (guanine(1516)-N(2))-methyltransferase
2.1.1.243	5-guanidino-2-oxopentanoate (3R)-methyltransferase
2.1.1.244	protein N-terminal methyltransferase
2.1.1.245	5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur protein Co-methyltransferase
2.1.1.246	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase
2.1.1.247	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase
2.1.1.248	[methylamine--corrinoid protein] Co-methyltransferase
2.1.1.249	[dimethylamine--corrinoid protein] Co-methyltransferase
2.1.1.250	[trimethylamine--corrinoid protein] Co-methyltransferase
2.1.1.251	methylated-thiol--coenzyme M methyltransferase
2.1.1.252	tetramethylammonium--corrinoid protein Co-methyltransferase
2.1.1.253	[methyl-Co(III) tetramethylammonium-specific corrinoid protein]:coenzyme M methyltransferase
2.1.1.254	erythromycin 3''-O-methyltransferase
2.1.1.255	geranyl diphosphate 2-C-methyltransferase
2.1.1.256	tRNA (guanine(6)-N(2))-methyltransferase
2.1.1.257	tRNA (pseudouridine(54)-N(1))-methyltransferase
2.1.1.258	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein Co-methyltransferase
2.1.1.259	[fructose-bisphosphate aldolase]-lysine N-methyltransferase
2.1.1.260	rRNA small subunit pseudouridine methyltransferase Nep1
2.1.1.261	4-dimethylallyltryptophan N-methyltransferase
2.1.1.262	squalene methyltransferase
2.1.1.263	botryococcene C-methyltransferase
2.1.1.264	23S rRNA (guanine(2069)-N(7))-methyltransferase
2.1.1.265	tellurite methyltransferase
2.1.1.266	23S rRNA (adenine(2030)-N(6))-methyltransferase
2.1.1.267	flavonoid 3',5'-methyltransferase
2.1.1.268	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase
2.1.1.269	dimethylsulfoniopropionate demethylase
2.1.1.270	(+)-6a-hydroxymaackiain 3-O-methyltransferase
2.1.1.271	cobalt-precorrin-4 methyltransferase
2.1.1.272	cobalt-factor III methyltransferase
2.1.1.273	benzoate O-methyltransferase
2.1.1.274	salicylate carboxymethyltransferase
2.1.1.275	gibberellin A9 O-methyltransferase
2.1.1.276	gibberellin A4 carboxyl methyltransferase
2.1.1.277	anthranilate O-methyltransferase
2.1.1.278	indole-3-acetate O-methyltransferase
2.1.1.279	trans-anol O-methyltransferase
2.1.1.280	selenocysteine Se-methyltransferase
2.1.1.281	phenylpyruvate C(3)-methyltransferase
2.1.1.282	tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase
2.1.1.283	emodin O-methyltransferase
2.1.1.284	8-demethylnovobiocic acid C(8)-methyltransferase
2.1.1.285	demethyldecarbamoylnovobiocin O-methyltransferase
2.1.1.286	25S rRNA (adenine(2142)-N(1))-methyltransferase
2.1.1.287	25S rRNA (adenine(645)-N(1))-methyltransferase
2.1.1.288	aklanonic acid methyltransferase
2.1.1.289	cobalt-precorrin-7 (C(5))-methyltransferase
2.1.1.290	tRNA(Phe) [7-(3-amino-3-carboxypropyl)wyosine(37)-O]-methyltransferase
2.1.1.291	(R,S)-reticuline 7-O-methyltransferase
2.1.1.292	carminomycin 4-O-methyltransferase
2.1.1.293	6-hydroxytryprostatin B O-methyltransferase
2.1.1.294	3-O-phospho-polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phospho-methyltransferase
2.1.1.295	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
2.1.1.296	methyltransferase cap2
2.1.1.297	peptide chain release factor N(5)-glutamine methyltransferase
2.1.1.298	ribosomal protein uL3 N(5)-glutamine methyltransferase
2.1.1.299	protein N-terminal monomethyltransferase
2.1.1.300	pavine N-methyltransferase
2.1.1.301	cypemycin N-terminal methyltransferase
2.1.1.302	3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
2.1.1.303	2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase
2.1.1.304	L-tyrosine C(3)-methyltransferase
2.1.1.305	8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase
2.1.1.306	8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)-tetracenomycin-C 3'-O-methyltransferase
2.1.1.307	8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)-tetracenomycin-C 4'-O-methyltransferase
2.1.1.308	cytidylyl-2-hydroxyethylphosphonate methyltransferase
2.1.1.309	18S rRNA (guanine(1575)-N(7))-methyltransferase
2.1.1.310	25S rRNA (cytosine(2870)-C(5))-methyltransferase
2.1.1.311	25S rRNA (cytosine(2278)-C(5))-methyltransferase
2.1.1.312	25S rRNA (uracil(2843)-N(3))-methyltransferase
2.1.1.313	25S rRNA (uracil(2634)-N(3))-methyltransferase
2.1.1.314	diphthine methyl ester synthase
2.1.1.315	27-O-demethylrifamycin SV methyltransferase
2.1.1.316	mitomycin 6-O-methyltransferase
2.1.1.317	sphingolipid C(9)-methyltransferase
2.1.1.318	[trehalose-6-phosphate synthase]-L-cysteine S-methyltransferase
2.1.1.319	type I protein arginine methyltransferase
2.1.1.320	type II protein arginine methyltransferase
2.1.1.321	type III protein arginine methyltransferase
2.1.1.322	type IV protein arginine methyltransferase
2.1.1.323	(-)-pluviatolide 4-O-methyltransferase
2.1.1.324	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase
2.1.1.325	juvenile hormone-III synthase
2.1.1.326	N-acetyl-demethylphosphinothricin P-methyltransferase
2.1.1.327	phenazine-1-carboxylate N-methyltransferase
2.1.1.328	N-demethylindolmycin N-methyltransferase
2.1.1.329	demethylphylloquinol methyltransferase
2.1.1.330	5'-demethylyatein 5'-O-methyltransferase
2.1.1.331	bacteriochlorophyllide d C-12(1)-methyltransferase
2.1.1.332	bacteriochlorophyllide d C-8(2)-methyltransferase
2.1.1.333	bacteriochlorophyllide d C-20 methyltransferase
2.1.1.334	methanethiol S-methyltransferase
2.1.1.335	4-amino-anhydrotetracycline N(4)-methyltransferase
2.1.1.336	norbelladine O-methyltransferase
2.1.1.337	reticuline N-methyltransferase
2.1.1.338	desmethylxanthohumol 6'-O-methyltransferase
2.1.1.339	xanthohumol 4-O-methyltransferase
2.1.1.340	3-aminomethylindole N-methyltransferase
2.1.1.341	vanillate/3-O-methylgallate O-demethylase
2.1.1.342	anaerobilin synthase
2.1.1.343	8-amino-8-demethylriboflavin N,N-dimethyltransferase
2.1.1.344	ornithine lipid N-methyltransferase
2.1.1.345	psilocybin synthase
2.1.1.346	U6 snRNA m(6)A methyltransferase
2.1.1.347	(+)-O-methylkolavelool synthase
2.1.1.348	mRNA m(6)A methyltransferase
2.1.1.349	toxoflavin synthase
2.1.1.350	menaquinone C(8)-methyltransferase
2.1.1.351	nocamycin O-methyltransferase
2.1.1.352	3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase
2.1.1.353	demethylluteothin O-methyltransferase
2.1.1.354	[histone H3]-lysine(4) N-trimethyltransferase
2.1.1.355	[histone H3]-lysine(9) N-trimethyltransferase
2.1.1.356	[histone H3]-lysine(27) N-trimethyltransferase
2.1.1.357	[histone H3]-lysine(36) N-dimethyltransferase
2.1.1.359	[histone H3]-lysine(36) N-trimethyltransferase
2.1.1.360	[histone H3]-lysine(79) N-trimethyltransferase
2.1.1.361	[histone H4]-lysine(20) N-methyltransferase
2.1.1.362	[histone H4]-N-methyl-L-lysine(20) N-methyltransferase
2.1.1.363	pre-sodorifen synthase
2.1.1.364	[histone H3]-lysine(4) N-methyltransferase
2.1.1.365	MMP 1-O-methyltransferase
2.1.1.366	[histone H3]-N(6),N(6)-dimethyl-lysine(9) N-methyltransferase
2.1.1.367	[histone H3]-lysine(9) N-methyltransferase
2.1.1.368	[histone H3]-lysine(9) N-dimethyltransferase
2.1.1.369	[histone H3]-lysine(27) N-methyltransferase
2.1.1.370	[histone H3]-lysine(4) N-dimethyltransferase
2.1.1.371	[histone H3]-lysine(27) N-dimethyltransferase
2.1.1.372	[histone H4]-lysine(20) N-trimethyltransferase
2.1.1.373	2-hydroxy-4-(methylsulfanyl)butanoate S-methyltransferase
2.1.1.374	2-heptyl-1-hydroxyquinolin-4(1H)-one methyltransferase
2.1.1.375	NNS virus cap methyltransferase
2.1.1.376	glycine betaine--corrinoid protein Co-methyltransferase
2.1.1.377	[methyl-Co(III) glycine betaine-specific corrinoid protein]--coenzyme M methyltransferase
2.1.1.378	[methyl-Co(III) glycine betaine-specific corrinoid protein]--tetrahydrofolate methyltransferase
2.1.1.379	[methyl coenzyme M reductase]-L-arginine C-5-methyltransferase
2.1.1.380	3-amino-4-hydroxybenzoate 4-O-methyltransferase
2.1.1.381	arginine N(omega)-methyltransferase
2.1.1.382	methoxylated aromatic compound--corrinoid protein Co-methyltransferase
2.1.1.383	L-carnitine--corrinoid protein Co-methyltransferase
2.1.1.384	[methyl-Co(III) methoxylated-aromatic-compound-specific corrinoid protein]--tetrahydromethanopterin methyltransferase
2.1.1.385	[methyl-Co(III) methoxylated-aromatic-compound-specific corrinoid protein]--tetrahydrofolate methyltransferase
2.1.1.386	small RNA 2'-O-methyltransferase
2.1.1.387	5-dehydro-6-demethoxy-6-hydroxyfumagillol O-methyltransferase
2.1.1.388	proline betaine--corrinoid protein Co-methyltransferase
2.1.1.389	[methyl-Co(III) quaternary-amine-specific corrinoid protein]--tetrahydrofolate methyltransferase
2.1.1.390	gentamicin X2 methyltransferase
2.1.1.391	demethylgadusol O-methyltransferase
2.1.1.392	norajmaline N-methyltransferase
2.1.1.393	ajmaline N-methyltransferase
2.1.1.394	2-(S-pantetheinyl)-carbapenam-3-carboxylate methyltransferase
2.1.1.395	7'-O-demethylcephaeline methyltransferase
2.1.1.396	cephaeline 6'-O-methyltransferase
2.1.1.397	hydroxystrychnine O-methyltransferase
2.1.1.398	isoflavone 3'-O-methyltransferase
2.1.1.399	resveratrol 4'-O-methyltransferase
2.1.1.n1	resorcinol O-methyltransferase
2.1.1.n4	thiocyanate methyltransferase
2.1.1.n7	5-pentadecatrienyl resorcinol O-methyltransferase
2.1.1.n11	methylphosphotriester-DNA--[protein]-cysteine S-methyltransferase
2.1.2.1	glycine hydroxymethyltransferase
2.1.2.2	phosphoribosylglycinamide formyltransferase 1
2.1.2.3	phosphoribosylaminoimidazolecarboxamide formyltransferase
2.1.2.4	glycine formimidoyltransferase
2.1.2.5	glutamate formimidoyltransferase
2.1.2.7	D-alanine 2-hydroxymethyltransferase
