# $Id$
version  2 # of file format

# three-letter-prefix protein accessions (traditionally with five digits)
3+5  AAE  gb_patent_prot
: 7-9 53-61 3-5 70-1 4-5 7-8 82-4 6-8 91-2 5-7 9-901 3-5 7-8 10-2 5 7-8 20 2
: 4-7 9-34 6-8 40-1 3-6 9-50 2 4-5 7 9-60 2-75 8 82-6 8-95 7-8
: 9000-4 6 8-18 20-4 7-9 33-4 40-2 4-5 50-6 8-9 63 5-7 9-77 9-81 4-6 9 91-6 8
: 100-2 5-7 9 14-8 20 2-4 9-32 4-45 7-52 4-6 60 2-6 9 71 3-4 80-1 3 5-7 90 2
: 4-6 8-200 5-6 11-2 4-5 7-22 4 7-31 4-9 41-52 4 6-62 4-5 9 72-5 7-87 9 91-6
: 8-301 3-5 7-14 6 8-24 7-32 4-8 42 4-51 4 6-8 60 2-5 7-9 72-7 80 2 5-6 9-90
: 2-3 5 7-8 402-3 6 8-10 2-3 6 8-20 2-7 9-33 5-9 41-2 5 7-51 4-5 7 9-62 4 6-7 9
: 71-82 5-9 94 6-7 500-4 6-8 10-4 6-21 3-4 7-8 30-4 6 8-9 42-3 6 8-54 6-7 9 61
: 3-6 8-9 72 4-6 8-9 81-94 7-9 603-4 7-10 4-20 3-36 41-2 5-51 3-9 61-4 6 8-70 2
: 5-80 2-6 90-2 4 701-4 8-13 6-20 2-3 7-9 31-3 5-7 9 42-3 6-53 60 2 4 6-9 71
: 3-81 3-6 8-94 6-7 9-802 4-8 11-3 5-24 6-37 9 41-2 5-8 50-2 5-8 60-1 3 5-6 8-9
: 71-3 5 9-80 3-4 6 9 91-5 7-900 3-5 7-12 4-8 20 2 5-6 8-9 31-2 4 6-8 41 3-6
: 8-9 51-8 60-4 6-8 70-5 7 9-80 3-4 7-93 5-6
: 8-30003 6-7 10-5 20-4 6-8 30 2 7-9 41-3 6 8-50 2-7 9 62 7-70 4-7 9-83 5-9
: 91-4 6-7 100 3-4 6-9 11 3 5-6 9-21 4-9 31 3 5-6 8-41 4-5 7-8 50-6 8-63 5-8
: 70-4 6-83 7-9 92-7 9-202 4-5 7 9 11-5 7-8 20 2-35 7-43 5-52 5 8-9 62-3 5 70
: 2-7 9-81 3-6 8 90-3 5 9-302 4-6 10 2 6-7 20 2 4 7-9 31 4 6 8-42 4 6-8 50 3-7
: 61-4 7 70-4 6-8 80-1 4-9 91 3-4 6 8-400 2-5 8 10 2 4 6-7 9-21 3 6 8 30 2-3
: 5-6 8 41-9 51-4 6-62 4-6 8-70 2-8 80-2 6-90 3-4 6-503 7 9-10 4 6-9 21-3 6-31
: 3-5 7-9 43-4 6 8-52 7 9-61 4-5 7 9-74 7-80 3-4 7-90 4-6 8-600 2 4-6 9-14 6-25
: 7-33 7 40-2 6-8 50-1 3-7 61-4 6 8-9 71-3 5-84 6-8 91-2 5 7-701 3-5 8-9 11-5 7
: 9 21-4 8 30-3 5-7 40-2 5 50 3 5-6 8-61 3-7 9 71-6 8-9 81 4 6 9-91 3-800 2-7
: 10-7 9-22 4-7 9-37 9-45 8-59
special2 CAF+7 embl_tpa_tsa_prot
: 6566846-7 50 2 5-6 8 60 3 5-9 72-8 81-3 5 7 9 91-2 8-9 902-6 9 14-9 22-3 5-6
: 8-32 5-40 2 4-6 8-50 5 7 9-61 3 5 7-74 6-80 2-5 7-90 3-4 6
: 8-7003 8 10 2-7 9-20 2-3 6-8 31-2 4-40 3-9 51-3 5-6 8-61 3 7 9 71 4-9 81-2
: 5-6 8-9 92-5 7-8 100-4 8-16 8 24 6-7 9 34 6-7 40-6 51-3 5-8 61-2 5 7-8 70-3 5
: 8 80 2 4-7 90-1 4 6-7 200 2 7-9 11-4 7 20 2 6-8 30 2-3 5-8 40-1 3-4 53-5 7-8
: 61-4 6 8 74 9-82 4-5 7-9 91 6 9 301 3 5-7 13 5-6 21-3 8-31 7-44 6-7 52-6 8-63
: 5 74-5 81 4-7 9-91 3-7 9-404 8-9 11-4 8-9 23 5-8 31-3 5-8 42-6 9-50 2 5-60
: 2-3 5 7-8 70-1 3-5 80-1 3-8 90-2 4-6 8-500
: 770526-7 30-2 4 6-7 9-40 2-4 7-8 50-2 5-6 9 61-3 5-8 72-5 7-8 80-3 6-8 90-3 7
: 9-603 5 8-10 3-5 7 22 4-7 9 31-4 6-8 41 3-5 54 65 7-71 4-7 9 82-3 7-8 91 3-6
: 9-700 6 8-10 3-7 21-2 4-6 8 30-6 9 41-3 5 8-52 4-5 7-61 3-4 6-9 71-4 8-80 2
: 4-8 92 4-6 8-802 4-9 11 6-8 22-6 8-30 2 6-8 40-56 8-60 2-6 9-70 2 4-82 5-6
: 90-1 3 5-6 8 901-4 6-10 2-3 5-9 22 4-8 30-1 6-40 2-5 7-9 51 4-5 8 60 3-4 8-9
: 71-4 6-82 4-8 91-5 7 9
: 1001 3-5 9 13 5-6 8 21-3 5-6 33 5 9 41-8 50 3 5-9 62-3 5-8 70-1 5-7 81 4-5
: 7-92 4 7-9 101 3-4 6 9-12 4-5 7 9-21 5-7 9-32 4-9 43-8 50-1 3-7 9-61 3-5 8-9
: 71-2 4-6 8 80-3 5-8 90 3-4 7-8 201 3-4 7-9 11 5 7 9-20 6 9 31 5-6 8 40-2 5-8
: 50-1 3 6 8 62 5-8 70-2 4-7 82-4 6-9 91 6 8 302 4 6-8 10-2 4-8 21-3 8-30 2-4 6
: 8-41 3-6 9 52 4 6-7 9 61 3-7 70 2-5 8-85 7-8 90 2-4 7-403 6-9 11-2 4 6-8 22
: 6-7 9-31 5-7 9-42 5 7-8 51 3-4 7 9-60 2-5 7-8 73-6 80-4 8 90-1 3-506 8-9 11-3
: 6-7 9-20 2 6-31 3-8 40 2-4 6 50-8 63 5-70 3-6 8-86 8 92 4 7 9-600 3 5-7 10-2
: 5 7-22 4-7 9-33 5 7-8 40-2 4-7 51-2 4 9-62 4-9 72-3 5-7 9-83 6-7 9-90 2 4-5 7
: 700-1 3-8 11 3-5 7-8 21-34 7-8 40-2 4-5 7-51 3-6 9 61-2 5-9 73 6-83 6-8 90-1
: 5 8 804 6-8 10 2-5 7-9 21-3 7 30-2 4 8-41 3-5 7-53 5-64 6-7 9 73-83 9-92 6-7
: 9-903 6-8 11-7 9 21-4 6-30 2 6-7 9-40 2-3 5-9 51 3-4 7-63 8-9 71 3 6-7 83-7
: 92 4 7
: 9-2001 6 9-16 21 5-8 30-5 9 41-4 6-7 9-58 61-2 4-5 7 73 5 7-89 91-6 8-100 4-8
: 10-6 8 23-4 6-7 9-32 4-8 40-2 5 7-53 5-61 3 5-7 70-1 3 6-8 84-5 7 9 91-2 4 7
: 9-205 7-9 11-4 7 20-8 30-3 5-6 8 40 3-4 6-7 50 3-4 6 8-60 2-6 70 3-5 9-83 6-7
: 9-95 301-2 4 8-14 7 9 21-3 5-7 30 2 5-6 8 40 3-8 50-1 3 6-7 60-3 5-9 72 6-80
: 2-3 5-6 9 93 5-8 402 7 9-13 5-8 20-1 3 6 8 30-1 6-43 6 50-1 3-6 8 60 2-3 5-7
: 70 2-3 7 80 2 5-6 8-90 5-6 8-9 501 3-6 8-9 11-4 7 9-22 4 7 9-32 4 41 4-7 9 52
: 5-7 9 63-5 7-8 70 2-4 6-7 80 3-5 7-8 91-5 8 600-1 3 5-6 8 10-5 7-8 20-4 7
: 9-31 3 5 7 40-1 4 6-54 7 60 2 4-8 72-6 9-82 4 8-92 6-9 701 5 7-17 9-22 5 7
: 9-38 40-1 3-7 9-53 5 7-8 62-4 7-71 4 6-81 3 5 90-1 5-801 3-4 6 8-11 5 7 9-20
: 2 6-7 9 31-3 6-8 40-2 7 50-5 8-61 5 7-8 70-4 8 80-4 6-91 3 5-8 900-3 5-6 10-5
: 7-8 24-6 30-2 4-7 9-42 4-6 8-51 3-4 6-7 60-1 3-7 70-1 4 6-8 81 7 90-1 3-4 6-8
: 3000 2-3 7-8 13 7-8 20 2 9 31 3-4 6-7 40-1 3-5 7 51-4 8-62 4-6 8-70 3-80 2-4
: 7-90 2-3 6-9 104-8 10-2 5-7 20-6 9-32 4-6 8 42 6-7 9 52 5-60 4-8 70-1 3-5 7-9
: 85 8 90 3-4 7 200 3-4 8-9 12 4 6-7 9 21-2 4-6 8 30 2-4 7-41 5-50 6 61 3 5 7 9
: 71 6-7 9 81-2 4-6 8-90 2-5 7-9 303-7 9-11 5 7-8 20 2-3 5 8 31 3 5-7 9-43 5
: 7-50 2 4-5 7-64 7 9-70 3-5 9 81-3 5 7-9 91-3 5-7 9-400 4-5 13-4 6 8 21-2 4 6
: 8-34 6-7 40-1 3 5 7-54 7-62 5-7 72-83 5 7-91 4-6 501-12 4 6 8-9 21-4 7 9-30 2
: 4 6-8 41-3 7-8 52-8 61-6 70-4 6-8 81-4 7 91-6 601-2 4-7 9-11 3-20 2-6 8-32
: 4-6 8-40 3-5 8 50 2-61 3-9 72 4-5 7 80-2 5-6 8 90-2 5 8-9 701-4 8-9 12-7 20-3
: 6-30 2-3 5-7 9-42 4-5 7 50-7 9-60 3-8 73-6 8-81 4-7 9-93 5 7 9 801-3 5-6 8-10
: 2-3 5-7 9-24 9-37 9-40 3 5-7 50-7 9-60 2-5 7-8 70-2 4-9 82-6 8-9 93-5 7-901
: 3-7 11 3-7 9-20 2 4-5 7-30 2-3 9-40 2-5 7-8 50-3 6-62 7-71 4-5 7-8 80-2 6-8
: 90-3 5-7 9
: 4001-5 7-12 4 6-8 20-3 5 9 32 4-5 7-42 5-7 50 2 5 7-60 3 5-6 8-72 4 7-8 84-6
: 9-90 2-5 8-100 3-5 8-10 3-5 8-22 4 7 9-31 3-6 8-43 5-6 8-9 53-6 8-62 6-76
: 9-81 3-5 7-8 91-5 7-9 201-7 9-16 9-22 6 8-32 4-7 9-40 2-4 9-50 2 6 8 60 2-3 5
: 70 2 5-80 4 6-90 2 6-300 6 8-10 4-5 7-9 21 5-30 4-6 8-40 2 4-5 8-50 3-5 7
: 9-60 2 4-5 7 9 73-7 80-3 5-8 90-1 4-5 7-402 4-5 7 12-3 6 8-20 2-3 5-9 31-9
: 41-2 5-8 52-3 5-7 9-61 4-5 70 2 4-5 8-83 5 7 9-91 3-8 502-3 5 7 9-11 4-6 8 24
: 6-30 2-7 9-40 6-7 9 54-5 9-72 4-80 5 7 91 4-5 9 601 3-7 9 11 5 7 9 21-5 7-8
: 30-7 9-42 5-6 50-1 3-5 7 9-61 3-4 7-9 77 9 81-2 6-8 90-1 3 5 7 9-702 4-6 8-10
: 3-6 8-9 21 3-7 9-30 2-5 8-9 42-3 5-9 52-3 5-60 2 5 8 70 2 4 6 8-9 81-6 8-9
: 91-7 802-5 7-10 2-3 5-8 22-8 30 4-5 7-42 5-6 8-52 4-5 7 9-62 6-7 9-73 5-7
: 80-2 4-5 7 90 2-6 900-3 6-10 5 8-25 7-8 31 4-6 8-9 41-2 4 7-53 5-8 63 5 7
: 9-71 3 5 7-9 81 4-6 8-93
: 5-5000 3-14 7-21 4-5 7-9 34 8-9 42-5 9-53 60-1 3-8 70-5 8 80-4 8 90-102 5 7-9
: 16-7 20-1 7-9 32-3 7-9 41-2 4-56 9-68 70-2 6-8 80-2 5-7 91-2 5-6 203 5-8 10-1
: 3-5 7 9 21 4-5 7-31 3-7 9 41-2 4 6 8-55 7-9 63 5 70 2-5 7 9-80 5 7-91 3 5-6
: 8-9 301-2 4-6 8-9 15-7 21-6 9-31 3-4 6-8 40 2 4-5 7 9-51 3-5 7 9 61-72 4 6-7
: 9-81 3 6-7 90 2-6 400-1 3-5 8-9 12-3 5-7 9-22 4 6-8 30-4 8 41-2 4-5 7 53-5 7
: 9-60 2-4 6-71 3 5-7 81-3 5 8-92 4 9-502 4 6 8 10 4-6 9-24 6 8-35 8 40-50 2 5
: 7-60 2-3 7-9 71-5 9-84 8-90 2 5-6 9-600 2-5 9 15 7 9 21 5-6 9-30 2-6 8 40-1
: 3-4 6-8 50 3 6-7 9 62-3 5 7-8 74 6-7 9 81-5 7-9 92-3 5 7-700 2-4 6 10-6 9
: 21-2 4-8 31 4-5 7 41 3 6 8 51-6 9 61 3 7 9-71 6-7 9-81 4-8 90-2 4-5 8-804 6
: 9-11 4-5 8 20-5 9 31-3 6 8-9 43-5 7-8 50-1 3-5 7-9 61-4 6-7 72-6 82 4 6-7
: 90-1 3 5-6 9-901 5-11 4-20 2-4 6 9-30 7 42 5-8 55 7-61 6 8 72-3 5-6 8-9 81-3
: 5-8 90 2-3 7-9
: 6001 3-4 6 9 12-3 5-7 9 22 4 6 8 30-3 6 8 40 2 4 6-9 52-5 7-9 62-3 5-7 9 71-2
: 4-6 80-1 3-4 7 90-2 4-100 2 4-7 9-11 3 5-6 9 21-4 8-30 2 4-5 8-40 3-5 7 9-50
: 2-3 5 7-8 60-1 3-4 6 72-5 7 80-1 3-4 6-9 92 4-5 201-2 4-5 8-10 2-3 7-9 22-3 7
: 30-6 8-40 2-5 50-5 7 9-64 6 8-71 4 8 80 7-91 4 6-9 302-5 8-13 5 8-20 2-6 30
: 40-1 4-5 7 50-2 4-6 8-63 5-7 70-4 6-8 81-3 6 8-91 3-6 9-400 2 4-5 7 9 11-5 7
: 9-21 4-5 7-9 32-3 6-41 6-8 50-2 4-6 8-64 6 8-70 2-4 6-8 81 3 6-9 91 3 5 7-505
: 8 10 4-6 9 22-5 7-35 8-9 41-7 9-51 3 7 60-71 3 7-9 81 3-4 6-91 3 5 8 600-1
: 5-10 3-5 7 21-2 4-5 7-8 31-3 5 7 9-41 3-5 7-8 50-3 8-65 8 70-3 9-88 93 8-9
: 701-2 6 8-9 11 4-8 21 3-4 7-8 31-3 6-7 9 42-3 5 7 50-2 5-7 9-61 3-4 7-8 71
: 3-5 7-9 83-9 91 3-5 7-9 801 4 7-11 3-5 7-9 21-4 6 30-1 3-7 9-42 4-8 50-2 7-8
: 60-1 3 5-6 8-9 72 6 8 80-1 7-90 3 5 8 900-1 3 6-7 9-17 9-22 5 7 9-33 5 7-8
: 41-6 9-50 2 4 6 8 60-4 6-70 3 6-9 81-3 5-7 9-90 3 6
: 7000 3-5 7-15 7 21-5 7-9 32 4-6 8-40 3 5-9 51-5 7-61 3 5 8-9 71-2 5-6 80-1 3
: 5 7 9 91 4-6 102 4-14 6-8 23 5 7 9 32-3 5 7-8 40-1 4 8 51-2 4-5 7 60 2-9 71-8
: 80-1 4 7 9-90 5-201 4 8-10 2 4-8 20 2-8 31-3 5-7 9-41 4 6 8-9 51 3-6 8-60 3
: 6-72 6 8-9 81 3-4 6 8 90-2 4-6 8 300-5 7 9-10 2 4 6-7 20-3 5 8 31-4 8-9 41
: 3-6 8-9 51 3-4 6-8 62-4 6-7 9 71-3 6-9 81 5 9 91 3 5 9-402 4-5 8-9 11 4 6-7
: 21-4 6-7 9 31-3 5-9 41-4 6-50 3-8 60-5 9 72-83 5 9-91 3-4 8-503 5-6 8-19 22
: 5-9 31-4 7-9 41-2 4-7 9 51-3 5 7-8 60-2 6-7 9-71 3-5 9-80 2 6-7 90-3 8-600
: 2-5 7-13 6-7 9 22 5-7 30 2 4-9 41-2 5-8 52-7 9 61 3 5-6 70 3 5-7 80-1 4 6-7
: 9-96 9-701 8-9 14-5 7-8 20-4 6-7 30-2 5 9 41-2 5 7-55 7-60 3 5 7 9 74 6-9 82
: 4-5 7-9 91 3 6 803-6 8-11 3-6 9-24 6-8 30-2 4-9 41-4 6-8 51-2 4-6 61-4 6 8-9
: 71-4 9-80 2 4 6-7 9 92-3 8-900 2-3 5 12-5 9-21 3-5 7-33 5-7 9 41 3-4 6 8-50
: 4-6 60 2-6 8-70 4-5 7-83 5-8 90-1 3-7
: 8002-8 10-1 3-7 9-22 4 6 9-31 4-40 3-6 9-59 61-3 6 8-9 73-5 7 9-82 4-5 7 91
: 3-4 6-8 101 4 7 13-6 8 21 3 5-7 30-5 7-9 42-56 8 60 5 7-8 71 3 5-84 6-8 92 4
: 6-7 202-4 7-8 10 2-4 6-8 20-1 3-8 36-40 2-6 8 50 2-4 6-8 60-2 4 6 8-71 5-8 81
: 4 6-9 94 6 8 300 2-4 6 8-9 11-2 4-7 20 2-6 8-9 32 4 8-40 5 8-50 6 9 62-4 6
: 8-9 72 4-5 8 80 3 5 90-4 6-7 9 401-2 4 9-14 6-8 20-1 4-7 9-30 3-5 7 9 42-3
: 5-7 50-3 6-7 9-67 70-5 7-9 83-5 7 91-500 3 5-10 2-6 8-9 21-6 30-2 4-5 7-41 3
: 7-56 61-7 9-73 5-6 9 83-7 9-93 8-9 602-8 11 5-9 21-2 6 8-9 31 3 5-7 9-41 3-6
: 50-1 3 5-7 60-1 4 6-7 70 2-3 5-81 4-6 8-90 2-5 7-700 2 4-6 9-12 8-22 4 6 8-35
: 7-9 41-2 5-6 50-2 4 6 9-62 5-8 72-5 7-81 3 5-8 90-4 6-7 800 2-3 5-7 9-12 7-22
: 4 6 8-30 2-3 5 8 41 3 6 8-50 3 5 7-64 7-70 2 4 6 8-80 4 7-8 90-4 6-8 901-7 10
: 3 5 7-21 4 7-8 30-2 4-6 8 41-2 4-7 9 52-3 5-60 3-7 70 4 6-7 9-80 3 5 7-9 92 5
: 8-9003 6-7 9-10 2 4 6 8 21 4-6 8-9 33-9 41-8 50-3 6-64 6-9 71-4 6 8-80 2 4
: 6-92 7-104 8-14 6-20 3-6 30 2-41 3-6 8 50-2 4-5 8-9 61-4 7-72 4-6 9 82-3 6 90
: 2 4 8-200 3-4 6 9-13 5 7 9-26 8-9 33 5 7 9-44 6 8 50-2 5-9 61-2 4-5 7 9-70 4
: 6 80-1 3 5-6 91-2 4 6 8 300 2-8 10 3 5 7 9-20 2-8 30-1 5-9 43 5-9 51 4 7-63
: 7-9 71-2 5-6 8-9 82-4 7-9 91-4 400 3-4 6-7 10-1 3-5 8 20-3 6 9-32 4-6 8-40
: 3-4 6-8 50 2 4-5 8-67 9-71 4-6 8 82-4 6 8 91-4 8-9 501-8 10-1 4 7-9 21 5-6 9
: 31-5 8-50 2-3 6-7 9-63 6-8 70-6 8-87 9 93 5 7 600-2 5 7 9-10 2 5 7-8 21 5-34
: 7 9-40 4-5 7-8 50 2-61 4-5 7-9 71 3-8 82-3 5 7 9-97 700-2 4-5 9-15 7-9 24 6
: 9-33 5-9 43-5 8-9 52 5 7 9-62 4-70 3-5 7-8 81 5-6 8-94 6-9 802 5-13 5-8 20
: 2-5 7-8 30-2 4-5 7-8 40-7 53-9 61-4 6-7 9 71 3-4 7 80-1 3-4 6 90-4 6 9-903 6
: 9-11 5 8-20 4 6 8 31-2 4-7 44-50 4 6 8-9 61-5 8 71 4-5 7 9 81-3 5 8-9 91-2 4
: 6-80000 3-7 10-1 3-5 7-9 21 4 6-7 9-33 5-8 40-5 7 9-52 4-5 8-61 7-75 7 9-80
: 2-4 6-95 7-9 101-4 6 8-14 6 21 3-8 31 3-4 6-8 42-4 51-3 5-7 61-2 4-5 7 71-8
: 81 3-7 91-3 5 7-8 200-14 8 20-4 8 30-6 41 3-4 6-8 50-2 5-60 2 5-74 6-80 3 5
: 7-94 9 302 6-7 9-11 3 6 8 21-3 5-6 8-30 2-5 8 40 3-4 6-50 3-4 7-61 4-7 74-5
: 7-8 80-1 6-9 91-2 6 8-401 4-14 6-9 22-4 6-8 30-1 3-7 41 5 7 9-50 2-3 5 7-60
: 2-3 6-8 70-1 4-5 7-82 4-90 2-3 5 7 9-503 6 8-9 12-4 6-20 3 5 9 32-6 8-9 41
: 3-7 50-3 6-8 60-1 3-7 9-72 4-7 9 82-4 6-9 93-601 3-12 4 7-9 22-3 7-30 2-3 6-8
: 40 2-5 8-54 7 9-60 2 9-71 5 7 80-1 5-7 9-93 5-6 9-700 2 4-5 7 10 2 7 9 21 3
: 5-41 6-7 9-51 3 5 7-60 4-5 7-8 70-8 80-6 9-90 2 4-9 802 4-5 11 3-5 7 20-2 7-8
: 30-2 6 41 3-6 50 2-8 60 2-9 71-5 7-80 4-7 9-92 6-7 901 3-4 6-9 11-3 5 7-8
: 20-1 5 7-8 33-4 6-9 42-3 50-2 4-5 8-61 4-7 9-70 3-5 7-9 83-5 8-91 3-4 7-8
: 1001-11 3-7 20 4-5 9-30 2-5 8-9 41-2 8-50 3-5 7-8 60 2-3 6-7 71 4-80 2 4-5
: 7-96 8 100-2 5-7 9 11-3 5-7 21-3 5-7 9-30 2-8 41-3 5-7 9 54-5 9-60 2 8-70 3 5
: 7-80 2 4-5 91 3-5 7 200-4 9 13-5 9-20 2-3 5 7-9 32 4 6-8 40-1 5-7 53-4 7 9-66
: 9 71-2 8-81 3 5 7 9 91 3 6-7 9-304 7-12 6 8 20 2-4 6-7 9-31 3-4 6 9-41 4 6-9
: 51-2 6 9 62-4 7 70 3-6 9 81-3 7-93 6-9 402 9-12 4 7-8 20-2 4-5 9-30 2-4 6-7
: 9-41 3-4 6 50-5 8-61 3-4 7-9 72-3 6 8-9 85-7 92-5 7-501 3 5-6 8-9 14 6 9 23-4
: 7-30 6-9 41-2 4-7 9-50 2-3 5-7 60-1 3-4 6 8 70-4 7 9-81 3-7 9 91-2 5-6 8-601
: 3-5 7-9 12-22 4 9-32 5-6 8-45 7 55-7 9-62 4-5 7-73 6 8-80 5-6 8 90 2-4 6-702
: 4-6 9-10 2 4-9 21-4 6-9 31 3-5 8 41-6 50-1 3-4 6-61 3-4 6 8-9 71-7 82 5 8 91
: 5 800-1 4 8-9 13 5-7 9 21-5 8-30 3-5 7-40 2-3 5-7 50-1 3 6-60 4-5 7-9 71-2 4
: 7-82 4 6 8-93 5 8-9 902-3 5-11 3-5 8-20 2-30 2-8 40-1 6 51-3 7 60-5 7-8 70-4
: 7-8 81-3 5 7-9 92-3 5-9
: 2004-6 9-11 3-4 6-7 9-28 31-4 7 9-43 5-7 9 52-7 9-61 4-6 8-71 5-6 8 82-90 2-7
: 9 103-6 8-10 2-7 9-22 5 9-33 5-40 2-4 6 50-3 5-9 64 6 9-70 2-3 5-9 81-4 6-7
: 90-1 4 7-8 202 4 7-10 3-7 9 21-3 5-9 31-2 4-5 7-9 41-6 9-51 4-6 8-9 61-4 8-73
: 5-6 8-80 4 6-8 90-1 3 6 300-4 6-7 10-7 9-24 7 9 31 8-9 42 4 6-7 9 51 3 6 8-9
: 61-2 7-8 70-1 3 5 7-8 80-1 6-90 2-3 5 8-9 401-4 8-9 12-5 7-21 3-5 7-8 30 2-6
: 40-5 8-50 3 8 60-5 7 71-8 80 3 6-8 90 2-3 5-500 2 4-18 21-2 7 9 31 4 6-9 41-3
: 5-6 9 51-3 7-9 63-4 6 9-76 9-81 3-5 7 9-90 2-3 5-6 600-1 3-8 12-7 24-9 32 4-9
: 41-51 3-7 60 2 4-8 70-6 8-82 4-5 7-92 4-701 3-4 8-13 5-9 21-2 4 6 8-35 8 41-5
: 7 9-50 3 5 7-9 62 4-6 8-71 4-80 2-8 92-801 3-8 10-6 22-3 6-7 9 32-8 40-5 9-50
: 3-7 60-1 6-8 73 5 8-9 81-3 6-7 91 3 5-6 8-9 902 5 7-14 6 8-9 21-5 7-30 2-4
: 7-8 41-2 5 7-56 8-9 62 5 7 9 72 4 80-5 7 9-90 2 4-8
: 3001-2 5-15 8 21-2 4-38 41-2 5 7-8 53-4 7 9 63-5 7-8 71 3-4 6-81 8-90 2-5
: 7-105 10-1 5 7 9-20 3-9 31-2 7-8 40 2-8 51-2 6-62 4-5 8 70-5 7 9-84 6-91 3-7
: 200-3 5-9 11-4 6-7 9 22 5-9 31-3 5-43 7-8 50-1 4 6-9 62-5 7-9 71-3 8-81 3-6
: 8-9 91 4-7 9-300 2-5 11 5-20 2 4-7 31-9 43 5-50 3 9 62-5 9-73 7 83 5-7 9-90
: 4-7 9 402-12 4 7-24 6-7 9 33-5 7-40 3-5 9-64 7-9 73-5 7-8 81 3-4 7-91 5-8
: 500-7 9-12 4-5 7-8 20-2 6 9-30 2 4-5 7 40 2 5 8-50 2 4-63 5-8 70 2-3 7-80 3-4
: 6 8-97 9 601-2 8-14 6 8 20 2-3 6-9 31-2 6-41 3-8 50-8 60 2 4-71 4 6-80 4 7
: 9-98 700-2 4-7 9-10 3 5 7-23 5-34 41 3 7-9 52-3 5-8 60 3-4 7-8 71-2 6-8 81
: 4-9 91-4 6 8 800-3 5-8 10 3 7-8 20-1 5-8 30 2 6-7 40-1 3 6-9 54-9 66-75 9-83
: 5-6 8 90-1 3-4 6-7 900-1 3-5 7-10 2-6 8 22-7 9-31 3-8 40-1 6 50-5 8-61 3-4 6
: 8-9 71-4 6-82 4 6-93 5-6
: 4000 2-7 12-6 9 21 3-4 6 8-31 4-5 7-8 40-4 6 8-54 9-61 3 7-8 70-1 3-6 9-80 2
: 5-6 8-9 91 3 5-8 101 5 7 12-6 8-26 8-32 8-41 4-5 7 9-51 4-6 9-62 5-6 9-80 2
: 6-9 91-206 8 10 3-4 6-7 21 3-6 30 2-41 6 9-50 2-6 8-9 62 4 70-3 6-81 3-6 8-91
: 5 7-8 301 3 6-11 4-5 8-23 5 8-30 2-4 6-8 41-3 5-7 9-51 5-7 9-60 2 6-8 70 2-4
: 6-9 81 3-6 8-93 5-6 8-400 2 4-6 8-9 11-8 20 4-8 31 3-4 6-8 41 3 5-6 8 50-4
: 6-60 2-4 7 9-70 3 6-7 9 81-2 4-6 8 90 2-4 7-9 502-5 8-10 4-6 9-20 2-3 5-6 9
: 31-2 4-5 7-40 4 6 9-52 4-6 8-61 3-4 7-9 71-8 82-6 8-99 602-6 8 10-1 4-8 21
: 3-6 9 31-4 6-8 40 2 4 7-53 5-7 60-1 4 7-70 2 4 7-8 80-2 4-9 91-6 8-9 704 6-9
: 11-2 6-9 21 4 8 32-5 8 42-3 5-9 52 4-5 7 9-62 4 6 8 70 3 6-9 81-3 5 7-9 91 3
: 5-7 9-800 5-7 10-1 4-7 9-20 6-8 32 4-8 40-2 4-6 8 50 2-3 5 60-1 3 5-7 9-72 4
: 7-9 82-5 7 90-1 3-4 6-9 901-6 8 10 2-4 6-8 20 4 6 9-35 7-8 41 3 5-7 9-50 2-6
: 60-2 4 6 8 70 2 4 7 81-3 8 93-4
: 6-5000 5-6 8-9 12-5 8 20-2 4-5 7-30 3 6-9 42 4-7 9 51-5 7-8 60-1 3 7-8 72 4
: 6-83 5-8 92-3 5 9-101 4-6 8 11-2 5-9 22-3 6-8 30-2 4 7 9 41-51 4-5 7 9 61-3
: 5-9 74 7 80 3-6 8-93 6 8-202 4 6-7 9-10 20-1 4-6 9-30 2 4 7-9 41 3-4 6 8-9
: 51-4 6-9 61-2 4 6-8 70-3 5 7-8 80-3 5-9 91 5 8 303 5-6 9-12 5-6 9-24 6-7 30-1
: 3-7 40 6 8-50 2 4-9 61-2 6 9-74 6 9 81-4 7 9-93 7 9-400 2-7 9-19 21-3 6 9 32
: 4-6 8-40 2 4 7-51 3 6-7 9-62 4-5 7-8 70-2 4 6-8 80-3 6-9 91-5 7-501 3 5-7 10
: 2 5 8-20 2-6 31-3 6-8 40-6 8-51 4 8 62-4 6-70 2-4 8 80 2-4 8-9 92 4-5 8-9 602
: 5 7-9 11-2 4-6 9-24 8-38 40-1 3-5 7-51 4 6-7 61 4 6 9 71-5 7-83 5 7 9-90 2-5
: 7-8 700-3 7-8 10 5 21-3 5 9 31-2 4-7 40-1 4-8 51 3-4 6-7 9 65-6 8-70 4-5 82 4
: 7-91 3-7 9 802-9 11 3-8 20-3 5-8 30-3 6-7 9 43-5 7 54-6 60-3 5-6 8-70 5-6 81
: 3 5-7 90-1 3 5 8 900-9 11-2 4 6 8-9 21 3-6 8 30-2 4-6 8 41-5 7-52 4-8 60-1
: 3-5 7 9 71-5 7 80 3-6 8 90-2 4 7
: 6000 2-5 8-9 12-9 21 3-5 30 2-6 8-40 2-5 7-9 59 61-4 8 72-3 5-6 8 80-7 9-90
